原文	訂正	個別評価	評価
久しぶりにイギリスから帰ってから長なかったねいちゃんに会っていたら、ゆっくり楽しんで食事をしようとするですが、いまの町に詳しくないので、勝手に近くのレストランを選ばれて入ったんだ。	久しぶりにイギリスから帰ってから長ちゃんに会っていたら、ゆっくり楽しんで食事をしようとしたんですが、いまの町に詳しくないので、勝手に近くのレストランを選んで入って入ったんだ。	"1,1,2"	1.3333333333333333
一番有名な名字は「佐藤」。	一番有名な名字は「佐藤」です。	"3,4,3"	3.3333333333333335
ホテル一階にあるレストランのバイキングで、種類は少ないけど、なステーキと握りすしがあるなんで、信じないほど豪華だ、味はもちろん美味しかった、あ～大満足！	ホテル一階にあるレストランのバイキングで、種類は少ないけど、なステーキと握りすしがあるなんて、信じないほど豪華だ、味はもちろん美味しかった、あ～大満足！	"2,4,4"	3.3333333333333335
私のはっぴょう	私のはっぴょう	"2,3,3"	2.6666666666666665
一週間に続いて試験はやっと終わった～～～～～	一週間に続いて試験がやっと終わった～～～～～	"2,3,3"	2.6666666666666665
新築祝いのパーティと引越す	新築祝いのパーティとエリア	"1,1,1"	1.0
作っても書いても、チュンケーキは一番大切でおいしい伝統的な料理です。	作っても書いてあるけど、トシケーキは一番大切でおいしい伝統的な料理です。	"1,1,1"	1.0
そとをみると、空はグレーになったんだった。	そとをみると、空はグレーになったんだ。	"4,3,4"	3.6666666666666665
都心からはちょっと離れていますが、のどかな環境があるため、金持ちの人々には住みやすいのです。	都心からはちょっと離れていますが、様々な環境があるため、金持ちの人々は住みやすいのです。	"1,2,1"	1.3333333333333333
ホストさんはあたしをステージに呼んだ。	ホストさんはあたしをステージで呼んだ。	"2,4,4"	3.3333333333333335
こんにちは	こんにちは	"2,3,3"	2.6666666666666665
ゴーンさんのご両親はレバノン人なのですけど、ゴーンさんはブラジルにで生まれました。	Lavoineさんのご両親はレバノン人なのですが、ナカノさんはブラジルで生まれました。	"1,1,1"	1.0
きっといい気分になろうでしょう、でも近所迷惑はしない、安心してろよ。	きっといい気分になるでしょう、でも近所迷惑はしない、安心してろよ。	"4,4,3"	3.6666666666666665
直ぐに職に就かない人は、未来に企業から内定をもらうことは可能性を減らします。	直ぐに職ない人は、未来に企業から内定をもらうことは可能性を減らします。	"1,2,2"	1.6666666666666667
私にとって人生の一番大事なのはいつも目的を持つことです。	私にとって人生で一番大事なのはいつも目的を持つことです。	"4,4,4"	4.0
最近は「日本人の知らない日本語」ってドラマを見っていました。	最近は「日本人の知らない日本語」というドラマを見ています。	"3,4,4"	3.6666666666666665
他人が傷あるの時でも、自分の体にも痛みがあります。	他人が傷あるの時でも、自分の体にも痛みがあります。	"2,3,4"	3.0
うちにかえたところ、すぐ長い間食べていないようにたくさん食べた。	うちにかえったところ、すぐ長い間食べていないようにたくさん食べた。	"3,4,4"	3.6666666666666665
私は11ヶ月しか日本に住んでいないけど、日本のつらい経験が感じられます。	私は11ヶ月しか日本に住んでいないけど、日本のつらい経験が感じられます。	"4,4,4"	4.0
懐かしい高校時代だなあ～～	懐かしい高校時代だなあ～～	"2,3,3"	2.6666666666666665
大雨が突然来まして突然小雨になります。	大雨が突然来て突然小雨になりました。	"3,4,3"	3.3333333333333335
イギリス人の朝ごはんはよくシリアルかトーストです。	イギリス人の朝ごはんはよくシリアルかトーストです。	"2,4,4"	3.3333333333333335
とても残念だと思います。	とても残念です。	"3,3,3"	3.0
今週はとても忙しいですよ！	今週はとても忙しいですよ！	"4,4,4"	4.0
授業が簡単だと思うわけではないが、最初にびっくりした。	授業が簡単だと思うわけではないが、最初はびっくりした。	"4,4,4"	4.0
きくのがへたですよ。	きくのはへたですよ。	"3,3,3"	3.0
多い日本の商品があった。	たくさん日本の商品があった。	"4,4,4"	4.0
アニメドリームス	アニメ(orわたしは)趣味です。	"1,1,1"	1.0
外国人にはBukit Timah Roadほどあまり人気がありませんが、そこに住んでいる外国人がけっこういます。	外国人には八重山挺挺ほど人気がありませんが、そこに住んでいる外国人がけっこういます。	"1,1,1"	1.0
こんにちわみなさん。	こんにちは、みなさん。	"4,4,4"	4.0
特に、若い韓国の女性は彼を選る時、血液型を考えると聞いて、吃驚した。	特に、若い韓国の女性は彼を選ぶ時、血液型を考えると聞いて、驚いた。	"3,4,1"	2.6666666666666665
一日、パークで小さい男の子ははしゃぎ回ています。	一日、パークで小さい男の子は擦れ違っています。	"1,2,1"	1.3333333333333333
そして、どうやって先生になることも一つ大切な問題だかな…	そして、どうやって先生になることが大切な問題だかな…	"2,3,2"	2.3333333333333335
金持ちが多い街	金持ちが多い街	"2,3,3"	2.6666666666666665
私の仕事についてはなしました。	私は仕事についてはなしました。	"3,3,4"	3.3333333333333335
毎日、寝る、勉強、とネットで遊んだ。	毎日、寝る、勉強、とネットで遊んだ。	"2,4,4"	3.3333333333333335
小さい時、私の家の向こうは大きい公園があります	小さい時、私の家の向こうは大きい公園があります	"2,3,4"	3.0
いつでもE-MAILを送って、相手を連絡します。	いつでもE-言葉を送って、相手に連絡します。	"1,1,1"	1.0
そして、１１時に外ですごく暑いです。	そして、１１時に外はすごく暑いです。	"4,3,4"	3.6666666666666665
毎日日本語の勉強を続けて絶えず日記を書くことになりますように！	毎日日本語の勉強を続けて絶えず日記を書くことにしますように！	"3,2,3"	2.6666666666666665
もう三年になった、この時間とは長くではなかった。	もう三年になった、この時間は長くはなかった。	"4,4,4"	4.0
ある本によると（ごめん、本の題目を忘れちゃった）、もし世界の一番金持ち１兆人が毎週コーヒーなどを買う代わりにそのお金を世界のもっとも貧しい１兆人の人にあげれば、その貧しい１兆人の人を貧乏さから抜けさせることができます。	ある本によると（ごめん、本の題目を忘れちゃった）、もし世界の金持ち１兆人が毎週コーヒーなどを買う代わりにそのお金を世界のもっとも貧しい１兆人の人にあげれば、その貧しい１人の人を貧乏さから抜けさせることができます。	"4,4,4"	4.0
