原文	訂正	個別評価	評価
東日本大震災から約１カ月、復興に向かおうとしている震災地の住民達は、大震災を思い出させる津波の警報と揺れに、みんなすごく不安な一夜を過したようです。	東日本大震災から約１カ月、復興に向かうとしている震災地の住民達は、大震災を思い出させる津波の警報と揺れに、みんなすごく不安な一夜を過ごしたようです。	"2,4,2"	2.6666666666666665
私たちが赤ちゃんの時の夢は歩くことだったでしょう。	私たちが赤ちゃんの時の夢は歩くことだったでしょう。	"4,4,4"	4.0
あの人はチィンリッスルが本当に上手だ！)	あの人はチャンリッスルが本当に上手だ！)	"3,3,1"	2.3333333333333335
クウィンズラーンド州にはゴールドコーストは一年中によく暖かい天気なので、ここに外国人がたくさん来て観光します。	友也州ではゴールドコーストは一年中によく暖かい天気なので、ここに外国人がたくさん来て観光します。	"1,1,1"	1.0
仕事で、ステレスがいっぱいとか残業とか個人考えない。	仕事で、ストレスがいっぱいとか残業とか個人考えない。	"3,4,2"	3.0
なにしったんですか?”と言いました。	なにをしたんですか?”と言いました。	"3,3,2"	2.6666666666666665
好き・嫌いな漢字	好きな・嫌いな漢字	"3,4,2"	3.0
だっていつも字幕を観てたし、ちょっとだけ聞き取った言葉に自信がなくても、漢字に意味を探したりしてたもんで、次回から字幕を隠そうと思ってる。	だっていつも字幕を観てたし、ちょっとだけ聞き取った言葉に自信がなくても、漢字の意味を探したりしてたもんで、次回から字幕を隠そうと思ってる。	"4,4,4"	4.0
まず、言っておきたいのはMikkomさん、コメントしれくれてありがとうございます。	まず、言っておきたいことはMikkomさん、コメントしれくれてありがとうございます。	"2,2,2"	2.0
AbrahamLincoln（アブラハムリンカーン）もアメリカの大統領になるためにさいさん失敗しました。	官製州府（アブラハムリンカーン）もアメリカの大統領になるためにさいさんは失敗しました。	"1,1,1"	1.0
さらに、以前にはこんなことがあったことがありませんから。	さらに、以前にもこんなことがあったことがありませんから。	"2,4,3"	3.0
頭がいたい～！	頭がいたい～！	"4,4,4"	4.0
アメリカ発見は、ヨーロッパでパラダイムの科学を変化しました。	アメリカ発見は、ヨーロッパでパラダイムの科学を変化しました。	"2,4,3"	3.0
乏な私さんその小さい夢を実現できます。	新鮮な私さんはその小さい夢を実現できます。	"1,1,1"	1.0
日本語が　一人で　べんきょうしてる　だから　鳥渡　わるい　かもしれない。	日本語を一人でべんきょうしてるから風邪がわるいかもしれない。	"1,4,1"	2.0
”じゃ、これはきみのテイプからひきざんします。	”じゃ、これはきみのテイプだからひきざんします。	"2,3,3"	2.6666666666666665
水は魔法世界のものだ！」	水は魔法世界のもの！」	"3,3,3"	3.0
私は小米さんとよく似ています。	私はチアキさんとよく似ています。	"1,1,1"	1.0
ベジタリアンバーガーを作るつもりだった。	ベジタリアンバーガーを作るつもりだったのに。	"3,4,4"	3.6666666666666665
多分他の歩ける子供のようになりたかったからです。	多分他の子供のようになりたかったからです。	"3,3,2"	2.6666666666666665
貯金Vs夢(2)	貯金Vs夢(2)	"3,4,4"	3.6666666666666665
私はそれを聞くと泣く.	私はそれを聞くと泣く.	"4,4,4"	4.0
虎の王は彼を躓いたままで牢獄まで這わせていた。	虎の王は彼を躓いたままで牢獄まで這わせていた。	"4,4,4"	4.0
決断力があったからか。	決断力があったからか。	"4,4,4"	4.0
有名な人の自己紹介（２）	有名な人の自己紹介（２）	"3,4,4"	3.6666666666666665
USJとか東京の遊園地とかについてしゃべっていた。	USJとか東京の遊園地とかについてしゃべっていた。	"4,4,4"	4.0
でも、興味もどんどんきました。	でも、興味もどんどんわいてきました。	"4,4,3"	3.6666666666666665
ちなみに、台湾の人気ウェブは"台灣論壇"や"台大PTT(BBS)"です。	ちなみに、台湾の人気ウェブは"台灣論壇"や"台大TTT(BBS)"です。	"1,2,1"	1.3333333333333333
あ～ああ,おいしい!	あ～ああ,おいしいかった!	"3,4,4"	3.6666666666666665
昨日、先生は学生たちにこの質問を聞いた。	昨日、先生は学生たちにこの質問を聞いた。	"4,4,4"	4.0
メルボルン空港からクーランガッタ空港まで飛行機で行って、車を乗ると、東方に約一時間かかります。	メルボルン空港からクーランガッタ空港まで飛行機で行って、車を乗ると、東方に約一時間かかります。	"3,4,2"	3.0
毎日、水をやって、日に当てさせる。	毎日、水をやって、日に当てさせる。	"4,4,4"	4.0
残念ながら、数年ほど前に最後の一匹は老齢のため亡くなれました。	残念ながら、数年ほど前に最後の一匹は老齢のため亡くなられました。	"4,4,4"	4.0
乏な私さんその小さい夢を実現できます。	乏な私さんその小さい夢を実現できます。	"2,4,2"	2.6666666666666665
国は生まれた所だけだ。	国は生まれた所だ。	"2,4,4"	3.3333333333333335
まー今は寝なきゃ…、	まー今は寝なきゃ…、	"4,3,3"	3.3333333333333335
そして、当地の親戚が飼ってきた家鴨と	そして、現地の親戚が飼われてきた侵入と	"1,1,1"	1.0
先生：お、幼かった時、考えました。	先生：お、幼かった時、考えました。	"4,4,4"	4.0
しかもそんなに小さい事です。	しかもとても小さい事です。	"4,4,4"	4.0
私の野国の冬の画大変寒いですから。	私の野国の冬の画は大変寒いですから。	"4,4,0"	4.0
ぼくはにほんごべんきょう！！	ぼくはにほんごをべんきょう！！	"3,2,2"	2.3333333333333335
しかしインターネットは困ります。	しかしインターネットは困ります。	"4,4,2"	3.3333333333333335
最近、午後は雷雨が降ります。	最近、午後は雷雨が降りました。	"3,4,4"	3.6666666666666665
いま　しゅくだいは　します。	いましゅくだいをしています。	"4,4,4"	4.0
むかし、日本語を読めなかったとき、「あ～村上春樹さんの本はこういう感じかな」やら「なんか考え方は深すぎて、意味ちょっとわからない」やら、とにかく、感心させてくれませんでした。	むかし、日本語を読めなかったとき、「あ～村上春樹さんの本はこういう感じかな」やら「なんか考え方が深すぎて、意味がちょっとわからない」やら、とにかく、感心させてくれませんでした。	"4,4,3"	3.6666666666666665
皆さんに「京劇」という言葉を聞いてどういったことを思い浮かぶかという質問をしてみたっら、皆さんはどう答えるつもりですか？	皆さんに「京劇」という言葉を聞いてどういったことを思い浮かぶかという質問をしてみたっら、皆さんはどう答えるつもりですか？	"2,3,3"	2.6666666666666665
まさに天使そのものなのです。	まさに天使そのものなのです。	"4,4,4"	4.0
他の東南アジア諸国は元々中国軍に対して危機感をつのらせており、近年の経済発展に伴う東南アジア全体の軍備増強は目覚しいものがあると聞いています。	他の東南アジア諸国は元々中国軍に対して危機感をつのらせており、近年の経済発展に伴う東南アジア全体の軍備増強は目覚しいものだと聞いています。	"4,4,4"	4.0
この文書を書くの時は、新しい言葉を使わなくってはいけない。	この文書を書く時は、新しい言葉を使わなくてはいけない。	"4,4,4"	4.0
っと、一日が過ごした。	っと、一日が過ごした。	"2,4,2"	2.6666666666666665
（いずれも８日０時５５分に解除しました。）	（いずれも８日０時５５分に解除しました。）	"4,4,4"	4.0
生活がときどき私たちの欲しいようになりません。	生活がときどき私たちが欲しいようになりません。	"4,4,3"	3.6666666666666665
